Территория/Регион,BasicClothingAffordability,ChildNecessitiesMetIndex,FoodInsecurity_any,BasicClothing_Hotspot,HolidayAffordability,InternetAccess,InternetAccess_Low_Hotspot,MaterialStatusDistribution,Measure,MissedPayments_Hotspot,MissedPaymentsRate,Region_HardshipScore,RegularInternetUse,SevereFoodInsecurity,SevereFoodInsecurity_Hotspot,SocialAffordability,UnexpectedExpense_Low_Hotspot,UnexpectedExpenseCoverage,UnmetHealthcare_Hotspot,UnmetHealthcareNeed,WelfareTrendDistribution,HardshipScore_Total,HardshipRank,FoodInsecurity_Hotspot
Павлодарская область,1,2,0.6,1,1,1,0,88,,0,1,0,1,0,0,1,1,1,0,,88,2,4,0
г. Шымкент,1,1,1,1,1,0,1,78,,1,1,3,1,1,1,1,0,1,0,,78,5,1,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,1,1,0,1,0,1,74,,1,1,3,1,1,1,1,0,1,0,,74,4,2,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,,0.75,1,1,,1,62,,1,1,3,1,,0,1,1,1,0,,62,5,1,1
Жамбылская область,1,3,1,1,1,,1,65,,1,1,3,1,,0,1,0,1,0,,65,4,2,1
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,1,0.75,1,1,,1,51,,0,1,2,1,,0,1,0,1,0,,51,3,3,1
Актюбинская область,1,1,0.6,1,1,,1,44,,0,0,1,1,,0,1,1,1,0,,44,3,3,0
г. Алматы,1,1,0.8,0,1,,1,84,,1,1,3,1,0,0,1,0,1,0,,84,3,3,1
Алматинская область,1,2,1,0,1,,1,49,,1,1,3,1,0,0,1,1,1,0,,49,4,2,1
г. Астана,1,1,0.8,0,1,,1,56,,1,1,3,1,0,0,1,1,1,0,,56,4,2,1
Атырауская область,1,1,0.666666667,0,1,0,1,33,,0,1,1,1,,0,1,0,1,0,,33,1,5,0
Восточно-Казахстанская область,1,2,0.666666667,0,1,1,0,110,,0,1,0,1,,0,1,0,1,0,,110,0,6,0
Карагандинская область,1,3,0.75,0,1,,1,66,,0,1,2,1,,0,1,1,1,0,,66,3,3,1
Костанайская область,1,1,1,0,1,,1,66,,1,1,3,1,0,0,1,0,1,0,,66,3,3,1
Кызылординская область,1,1,0.5,0,1,0,1,51,,0,1,1,1,,0,1,0,1,0,,51,2,4,0
Мангистауская область,1,1,0.5,1,1,,1,49,,0,1,1,1,0,0,1,1,1,0,,49,3,3,0
Северо-Казахстанская область,1,3,0.4,0,1,0,1,74,,0,1,1,1,0,0,1,1,1,0,,74,2,4,0
Павлодарская область,1,3,1,1,1,,1,90,,1,1,3,1,0,0,1,0,1,0,,90,4,2,1
г. Шымкент,1,2,1,1,1,,1,57,,1,1,3,1,1,1,1,0,1,0,,57,5,1,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,1,1,0,1,0,1,50,,0,1,2,1,0,0,1,0,1,0,,50,2,4,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,1,0.6,1,1,,1,40,,1,1,2,1,0,0,1,1,1,0,,40,5,1,0
Жамбылская область,1,1,0.4,0,1,,1,40,,1,1,2,1,,0,1,0,1,0,,40,2,4,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,2,0.6,1,1,0,1,77,,0,1,1,1,0,0,1,1,1,0,,77,3,3,0
Актюбинская область,1,1,0.833333333,1,1,0,1,100,,1,1,3,1,0,1,1,1,1,0,,100,6,1,1
г. Алматы,1,1,0.666666667,1,1,0,0,162,,1,1,1,1,0,0,1,0,1,0,,162,2,4,0
Алматинская область,1,2,0.8,0,1,0,1,89,,1,1,3,1,0,0,1,0,1,0,,89,3,3,1
г. Астана,1,4,0.6,0,1,0,0,111,,0,1,0,1,0,0,1,0,1,0,,111,0,6,0
Атырауская область,1,2,0.75,1,1,0,1,69,,1,1,3,1,0,0,1,0,1,0,,69,4,2,1
Восточно-Казахстанская область,1,2,0.8,0,1,1,0,167,,0,1,1,1,0,1,1,1,1,0,,167,3,3,1
Карагандинская область,1,3,1,1,1,0,1,156,,0,1,2,1,,0,1,0,1,0,,156,3,3,1
Костанайская область,1,2,0.666666667,1,1,1,0,141,,1,1,1,1,0,0,1,1,1,0,,141,3,3,0
Кызылординская область,1,2,0.5,1,1,0,1,80,,0,1,1,1,,0,1,1,1,0,,80,3,3,0
Мангистауская область,1,1,0.4,0,1,0,1,94,,0,1,1,1,0,0,1,1,1,0,,94,2,4,0
Северо-Казахстанская область,1,2,0.8,0,1,1,0,111,,0,1,1,1,0,1,1,0,1,0,,111,2,4,1
Павлодарская область,1,2,0.714285714,1,1,1,0,129,,1,1,2,1,0,0,1,1,1,0,,129,4,2,1
г. Шымкент,1,5,0.714285714,0,1,0,1,120,,1,1,3,1,,0,1,1,1,0,,120,4,2,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,2,0.6,0,1,0,1,83,,0,1,1,1,,0,1,0,1,0,,83,1,5,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,2,1,1,1,0,1,93,,0,1,2,1,1,1,1,0,1,0,,93,4,2,1
Жамбылская область,1,1,0.666666667,0,1,0,1,104,,1,1,2,1,0,0,1,1,1,0,,104,3,3,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Акмолинская область,1,,0.5,1,1,1,0,21,,1,1,2,1,,0,1,0,1,0,,21,3,2,1
Актюбинская область,1,1,1,0,1,1,0,20,,1,1,2,1,1,1,1,0,1,0,,20,3,2,1
г. Алматы,1,,,0,1,1,0,10,,0,1,0,1,,0,1,0,1,0,,10,0,5,0
Алматинская область,1,,0.4,0,1,1,1,18,,0,1,1,1,,0,1,1,1,0,,18,2,3,0
г. Астана,1,,0.333333333,1,1,1,0,9,,1,1,1,1,,0,1,0,1,0,,9,2,3,0
Атырауская область,1,2,0.5,1,1,1,0,9,,0,1,1,1,,0,1,0,1,0,,9,2,3,1
Восточно-Казахстанская область,1,,0.333333333,1,1,1,0,16,,0,0,0,1,0,0,1,0,1,0,,16,1,4,0
Карагандинская область,1,,,1,1,1,0,11,,0,0,0,1,,0,1,0,1,0,,11,1,4,0
Костанайская область,1,2,0.25,1,1,1,1,12,,0,,1,1,0,0,1,0,1,0,,12,2,3,0
Кызылординская область,1,,,0,1,1,0,8,,1,1,1,1,,0,1,0,1,0,,8,1,4,0
Мангистауская область,1,,,0,1,1,0,13,,0,0,0,1,,0,1,0,1,0,,13,0,5,0
Северо-Казахстанская область,1,1,0.666666667,1,1,1,0,13,,1,1,2,1,,0,1,0,1,0,,13,3,2,1
Павлодарская область,1,1,0.6,1,1,1,0,17,,0,1,1,1,0,0,1,0,1,0,,17,3,2,1
г. Шымкент,1,,0.25,0,1,1,1,10,,0,1,1,1,0,0,1,0,1,0,,10,1,4,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,,0.333333333,1,1,1,1,13,,1,1,2,1,,0,1,0,1,0,,13,3,2,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Западно - Казахстанская область,1,,0.25,0,1,1,1,12,,0,0,1,1,,0,1,0,1,0,,12,1,4,0
Жамбылская область,1,1,0.666666667,1,1,1,0,16,,1,1,2,1,0,0,1,0,1,0,,16,3,2,1
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,1,0.8,1,1,1,1,59,,1,1,3,1,0,0,1,0,1,0,,59,5,1,1
Актюбинская область,1,,0.6,1,1,1,0,51,,0,1,0,1,,0,1,0,1,0,,51,1,5,0
г. Алматы,1,,0.5,1,1,1,0,28,,0,1,0,1,0,1,1,0,1,0,,28,2,4,0
Алматинская область,1,1,0.8,0,1,1,0,38,,1,1,2,1,0,0,1,0,1,0,,38,3,3,1
г. Астана,1,1,0.5,0,1,1,0,26,,0,1,0,1,0,1,1,0,1,0,,26,2,4,0
Атырауская область,1,2,0.75,1,1,1,1,39,,0,1,2,1,0,1,1,0,1,0,,39,4,2,1
Восточно-Казахстанская область,1,1,0.5,1,1,1,1,48,,0,1,1,1,0,1,1,0,1,0,,48,4,2,0
Карагандинская область,1,1,0.5,0,1,1,0,50,,1,1,1,1,0,1,1,0,1,0,,50,2,4,0
Костанайская область,1,1,0.75,1,1,1,0,38,,0,1,1,1,0,1,1,0,1,0,,38,3,3,1
Кызылординская область,1,1,0.5,1,1,1,0,35,,0,1,0,1,,0,1,0,1,0,,35,1,5,0
Мангистауская область,1,1,0.5,0,1,1,0,16,,0,1,0,1,0,1,1,0,1,0,,16,1,5,0
Северо-Казахстанская область,1,,0.6,0,1,1,1,31,,1,1,2,1,0,0,1,0,1,0,,31,2,4,0
Павлодарская область,1,1,0.8,1,1,1,1,44,,0,0,2,1,0,0,1,0,1,0,,44,3,3,1
г. Шымкент,1,,0.5,0,1,1,1,25,,1,1,2,1,,0,1,0,1,0,,25,2,4,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,1,0.75,0,1,1,1,39,,1,1,3,1,0,1,1,0,1,0,,39,4,2,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,1,0.5,0,1,1,0,42,,1,1,1,1,,0,1,0,1,0,,42,1,5,0
Жамбылская область,1,,0.75,0,1,1,0,41,,1,1,2,1,,0,1,0,1,0,,41,2,4,1
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Акмолинская область,1,2,0.75,0,1,1,0,106,,1,1,2,1,0,0,1,0,1,0,,106,2,3,1
Актюбинская область,1,4,0.6,1,1,1,1,100,,1,1,2,1,0,0,1,0,1,0,,100,3,2,0
г. Алматы,1,1,0.75,0,1,1,0,54,,1,1,2,1,1,1,1,0,1,0,,54,3,2,1
Алматинская область,1,4,0.5,0,1,1,0,66,,1,1,1,1,0,0,1,0,1,0,,66,1,4,0
г. Астана,1,2,0.5,1,1,1,1,41,,0,0,1,1,0,0,1,0,1,0,,41,2,3,0
Атырауская область,1,2,0.666666667,0,1,1,0,70,,0,1,1,1,1,1,1,0,1,0,,70,3,2,1
Восточно-Казахстанская область,1,2,1,0,1,1,0,76,,1,1,2,1,1,1,1,0,1,0,,76,3,2,1
Карагандинская область,1,2,0.666666667,0,1,1,0,91,,0,1,1,1,0,0,1,0,1,0,,91,1,4,1
Костанайская область,1,1,0.75,1,1,1,0,76,,1,1,2,1,,0,1,0,1,0,,76,3,2,1
Кызылординская область,1,,0.5,0,1,1,0,76,,1,1,1,1,1,1,1,0,1,0,,76,2,3,0
Мангистауская область,1,2,0.75,0,1,1,0,43,,0,1,1,1,,0,1,0,1,0,,43,1,4,1
Северо-Казахстанская область,1,,0.4,0,1,1,0,60,,1,1,1,1,0,0,1,0,1,0,,60,2,3,0
Павлодарская область,1,2,1,0,1,1,0,62,,0,1,1,1,0,0,1,0,1,0,,62,1,4,1
г. Шымкент,1,1,0.666666667,1,1,1,0,25,,1,1,2,1,1,1,1,0,1,0,,25,4,1,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,1,0.5,1,1,1,0,55,,0,0,0,1,0,0,1,0,1,0,,55,2,3,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Западно - Казахстанская область,1,2,0.6,0,1,1,0,70,,0,1,0,1,,0,1,0,1,0,,70,1,4,0
Жамбылская область,1,1,0.6,1,1,1,0,67,,1,1,1,1,0,0,1,0,1,0,,67,2,3,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,3,0.6,1,1,1,1,116,,1,1,2,1,0,1,1,0,1,0,,116,4,2,0
Актюбинская область,1,2,0.8,0,1,1,0,77,,0,1,1,1,,0,1,0,1,0,,77,1,5,1
г. Алматы,1,1,0.6,0,1,1,0,46,,0,0,0,1,0,1,1,0,1,0,,46,1,5,0
Алматинская область,1,1,0.75,1,1,1,0,77,,0,1,1,1,0,0,1,0,1,0,,77,2,4,1
г. Астана,1,2,0.6,0,1,1,0,44,,0,1,0,1,0,0,1,0,1,0,,44,0,6,0
Атырауская область,1,,0.5,0,1,1,0,43,,0,1,0,1,,0,1,1,1,0,,43,1,5,0
Восточно-Казахстанская область,1,1,0.666666667,1,1,1,1,73,,0,1,2,1,0,0,1,1,1,0,,73,5,1,1
Карагандинская область,1,2,0.6,0,1,1,1,85,,1,1,2,1,,0,1,0,1,0,,85,2,4,0
Костанайская область,1,1,0.4,0,1,1,0,59,,1,1,1,1,0,0,1,0,1,0,,59,1,5,0
Кызылординская область,1,1,0.6,0,1,1,1,51,,1,1,2,1,,0,1,0,1,0,,51,2,4,0
Мангистауская область,1,,0.4,1,1,1,0,46,,1,1,1,1,0,0,1,0,1,0,,46,2,4,0
Северо-Казахстанская область,1,2,1,0,1,1,0,38,,1,1,2,1,1,1,1,0,1,0,,38,3,3,1
Павлодарская область,1,1,0.4,1,1,1,0,65,,0,1,0,1,0,1,1,0,1,0,,65,3,3,0
г. Шымкент,1,,0.333333333,0,1,1,0,21,,1,1,1,1,,0,1,0,1,0,,21,1,5,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,,0.75,0,1,1,0,57,,0,1,1,1,1,1,1,0,1,0,,57,2,4,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,2,0.6,1,1,1,0,62,,1,1,1,1,,0,1,0,1,0,,62,2,4,0
Жамбылская область,1,1,0.6,1,1,1,1,55,,1,1,2,1,,0,1,0,1,0,,55,3,3,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Акмолинская область,1,3,0.75,1,1,1,0,85,,1,1,2,1,0,0,1,0,1,0,,85,3,2,1
Актюбинская область,1,2,0.75,1,1,1,0,83,,1,1,2,1,0,0,1,0,1,0,,83,3,2,1
г. Алматы,1,1,0.666666667,0,1,1,0,48,,0,1,1,1,0,0,1,0,1,0,,48,1,4,1
Алматинская область,1,1,0.6,0,1,1,1,57,,0,1,1,1,0,1,1,0,1,0,,57,2,3,0
г. Астана,1,,0.6,0,1,1,1,26,,1,1,2,1,0,1,1,0,1,0,,26,3,2,0
Атырауская область,1,,0.5,1,1,1,0,38,,1,1,1,1,0,0,1,0,1,0,,38,2,3,0
Восточно-Казахстанская область,1,1,0.75,1,1,1,0,62,,1,1,2,1,0,0,1,0,1,0,,62,3,2,1
Карагандинская область,1,3,0.75,1,1,1,1,60,,0,1,2,1,0,0,1,0,1,0,,60,3,2,1
Костанайская область,1,1,0.666666667,1,1,1,1,60,,0,1,2,1,0,1,1,0,1,0,,60,4,1,1
Кызылординская область,1,2,1,0,1,1,0,43,,1,1,2,1,0,1,1,0,1,0,,43,3,2,1
Мангистауская область,1,1,0.2,1,1,1,1,38,,0,1,1,1,0,0,1,0,1,0,,38,2,3,0
Северо-Казахстанская область,1,2,0.75,0,1,1,0,39,,1,1,2,1,0,0,1,0,1,0,,39,2,3,1
Павлодарская область,1,,0.75,1,1,1,1,48,,0,1,2,1,,0,1,0,1,0,,48,4,1,1
г. Шымкент,1,,,0,1,1,0,21,,1,1,1,1,,0,1,0,1,0,,21,1,4,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,1,0.5,0,1,1,0,42,,0,1,0,1,0,0,1,0,1,0,,42,0,5,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Западно - Казахстанская область,1,,0.5,1,1,1,1,51,,1,1,2,1,0,0,1,0,1,0,,51,3,2,0
Жамбылская область,1,2,0.833333333,1,1,1,0,51,,0,1,1,1,0,0,1,0,1,0,,51,2,3,1
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
